Time [ps]	320.2 nm	325.3 nm	330.1 nm	335.2 nm	340.3 nm	345.1 nm	350.2 nm	355.3 nm	360.4 nm	365.3 nm	370.4 nm	375.5 nm	380.4 nm	385.5 nm	390.7 nm	407.6 nm	412.7 nm	417.9 nm	422.8 nm	428.0 nm	433.2 nm	438.4 nm	443.3 nm	448.5 nm	453.7 nm	458.6 nm	463.8 nm	469.0 nm	473.9 nm	479.2 nm	484.4 nm	489.3 nm	494.6 nm	499.8 nm	505.1 nm	510.0 nm	515.3 nm	520.5 nm	525.5 nm	530.8 nm	536.1 nm	541.0 nm	546.3 nm	551.6 nm	556.6 nm	561.9 nm	567.2 nm	572.5 nm	577.5 nm	582.9 nm	588.2 nm	593.2 nm	598.5 nm	603.9 nm	608.9 nm	614.3 nm	619.6 nm	624.7 nm	630.0 nm	635.4 nm	640.7 nm	645.8 nm	651.2 nm	656.6 nm	661.7 nm	667.0 nm	672.4 nm	677.5 nm	682.9 nm	688.3 nm	693.5 nm	698.9 nm	704.3 nm
36.0000000	0.0008985	0.0011062	0.0014129	0.0017921	0.0020528	0.0018443	0.0021990	0.0022764	0.0024526	0.0024510	0.0026356	0.0028320	0.0029056	0.0025830	0.0017880	0.0002474	-0.0004394	-0.0005824	-0.0006817	-0.0006482	-0.0006000	-0.0007125	-0.0006447	-0.0002239	0.0000924	0.0002966	0.0002313	-0.0000829	-0.0003306	-0.0008690	-0.0014495	-0.0019098	-0.0022246	-0.0024353	-0.0024947	-0.0023750	-0.0021505	-0.0019127	-0.0018928	-0.0017928	-0.0016521	-0.0014448	-0.0011983	-0.0011046	-0.0009391	-0.0007275	-0.0007310	-0.0006063	-0.0005781	-0.0004859	-0.0004155	-0.0002169	-0.0001529	-0.0000957	-0.0001308	-0.0000259	-0.0000553	-0.0002199	-0.0002058	-0.0000982	-0.0001447	-0.0002797	-0.0004031	-0.0006349	-0.0004922	-0.0006692	-0.0006934	-0.0003990	-0.0004977	-0.0004490	-0.0005139	-0.0004792	-0.0004753
38.0000000	0.0007219	0.0010634	0.0015165	0.0019126	0.0020967	0.0019133	0.0023447	0.0027841	0.0031178	0.0034123	0.0035367	0.0039168	0.0038514	0.0038462	0.0029854	0.0012568	0.0008546	0.0002915	0.0003248	0.0001477	0.0000769	0.0001149	0.0002521	0.0005444	0.0007886	0.0010138	0.0009048	0.0006539	0.0002802	-0.0002742	-0.0008522	-0.0013976	-0.0018292	-0.0020170	-0.0020329	-0.0019883	-0.0017497	-0.0016244	-0.0015399	-0.0013512	-0.0013395	-0.0011851	-0.0008708	-0.0008030	-0.0005430	-0.0004080	-0.0004309	-0.0003717	-0.0002761	-0.0002309	-0.0000483	-0.0000828	-0.0000354	0.0000790	0.0000940	0.0002001	0.0001664	0.0001339	0.0002471	0.0003412	0.0002368	0.0002802	0.0003831	0.0004191	0.0003907	0.0003791	0.0004650	0.0005098	0.0004069	0.0003607	0.0005233	0.0003458	0.0005541
40.0000000	0.0002387	0.0009538	0.0013566	0.0016104	0.0018353	0.0016105	0.0019705	0.0023187	0.0025402	0.0027850	0.0029863	0.0033806	0.0033089	0.0028697	0.0021984	0.0005801	0.0001913	-0.0002404	-0.0003216	-0.0003757	-0.0004293	-0.0004889	-0.0002204	-0.0000289	0.0000778	0.0003086	0.0003181	0.0001376	-0.0003578	-0.0007613	-0.0012431	-0.0018250	-0.0021727	-0.0023313	-0.0022343	-0.0022400	-0.0021343	-0.0018591	-0.0018083	-0.0017063	-0.0015681	-0.0013896	-0.0011667	-0.0010625	-0.0008965	-0.0007340	-0.0006865	-0.0005302	-0.0004224	-0.0004026	-0.0003055	-0.0002323	-0.0001031	0.0000945	-0.0000156	0.0000850	0.0000932	0.0000344	0.0001564	0.0001263	0.0001327	0.0002157	0.0001854	0.0001520	0.0002186	0.0000437	0.0002107	0.0002830	0.0002683	0.0002581	0.0002923	0.0001061	0.0004106
42.0000000	0.0005117	0.0010311	0.0012188	0.0016259	0.0017755	0.0015943	0.0018324	0.0020657	0.0022227	0.0023627	0.0027072	0.0028146	0.0027945	0.0024406	0.0013900	0.0002906	-0.0000449	-0.0003758	-0.0003938	-0.0005629	-0.0004483	-0.0004948	-0.0003714	-0.0001412	0.0002284	0.0002489	0.0002703	0.0000364	-0.0003977	-0.0008744	-0.0013950	-0.0019707	-0.0022975	-0.0024931	-0.0025287	-0.0024161	-0.0022910	-0.0020975	-0.0020604	-0.0018294	-0.0018204	-0.0015475	-0.0013854	-0.0012645	-0.0010431	-0.0009786	-0.0007960	-0.0007483	-0.0006650	-0.0006999	-0.0005328	-0.0004887	-0.0003619	-0.0002640	-0.0003448	-0.0002005	-0.0002462	-0.0002720	-0.0002353	-0.0001891	-0.0002831	-0.0002280	-0.0003817	-0.0004473	-0.0005159	-0.0004762	-0.0004173	-0.0004184	-0.0004546	-0.0004791	-0.0004075	-0.0006419	-0.0003819
44.0000000	0.0000851	0.0011845	0.0010477	0.0013679	0.0015365	0.0017719	0.0019863	0.0024898	0.0024170	0.0027352	0.0028433	0.0030044	0.0028914	0.0027640	0.0018524	0.0007597	0.0001389	-0.0002300	-0.0003229	-0.0002245	-0.0002552	-0.0004010	-0.0000969	0.0001160	0.0003535	0.0004928	0.0005196	0.0002203	-0.0001307	-0.0006095	-0.0012065	-0.0016616	-0.0020274	-0.0021111	-0.0022267	-0.0020468	-0.0018785	-0.0017504	-0.0016812	-0.0015472	-0.0013949	-0.0012150	-0.0009918	-0.0009367	-0.0006600	-0.0006771	-0.0006152	-0.0004353	-0.0003113	-0.0003217	-0.0003949	-0.0001089	-0.0001955	-0.0001098	-0.0000533	0.0000883	0.0000006	0.0001201	0.0000971	0.0000742	0.0001433	0.0001614	0.0000363	0.0000615	0.0000868	-0.0000994	0.0000386	-0.0000861	-0.0000134	-0.0000783	0.0000010	-0.0000637	-0.0001498
46.0000000	0.0005868	0.0009552	0.0010268	0.0015788	0.0016002	0.0016032	0.0018906	0.0021709	0.0023551	0.0027213	0.0027927	0.0030007	0.0028998	0.0025892	0.0022083	0.0008420	0.0002953	-0.0001185	-0.0002183	-0.0002288	-0.0002260	-0.0002847	-0.0000923	0.0002050	0.0005562	0.0006846	0.0005793	0.0003526	0.0000315	-0.0005403	-0.0010369	-0.0015440	-0.0019962	-0.0020973	-0.0021613	-0.0020449	-0.0019668	-0.0016674	-0.0016800	-0.0015373	-0.0015116	-0.0012823	-0.0009867	-0.0009566	-0.0006847	-0.0006232	-0.0005751	-0.0004265	-0.0005611	-0.0003455	-0.0003039	-0.0001825	-0.0001138	-0.0001075	-0.0000739	0.0000823	0.0000712	0.0000967	0.0001851	0.0000729	0.0001986	0.0001541	0.0002458	0.0001307	0.0000953	-0.0000990	-0.0000935	0.0001450	0.0000102	-0.0001318	-0.0002326	-0.0002522	0.0000283
48.0000000	0.0003385	0.0008424	0.0013030	0.0014842	0.0014545	0.0014602	0.0017577	0.0019187	0.0020299	0.0022902	0.0023527	0.0026855	0.0026777	0.0023634	0.0018415	0.0004403	-0.0000328	-0.0003759	-0.0005222	-0.0006034	-0.0005913	-0.0007387	-0.0005258	-0.0002503	0.0001727	0.0002905	0.0002584	-0.0000628	-0.0004270	-0.0008840	-0.0014376	-0.0018885	-0.0021681	-0.0023604	-0.0023242	-0.0021689	-0.0020961	-0.0018471	-0.0018030	-0.0016728	-0.0015257	-0.0013722	-0.0010978	-0.0010652	-0.0008581	-0.0007990	-0.0007381	-0.0005654	-0.0005336	-0.0005839	-0.0004707	-0.0003635	-0.0003527	-0.0003559	-0.0002694	-0.0002399	-0.0001401	-0.0002235	-0.0001478	-0.0001202	-0.0001698	-0.0000951	-0.0001875	-0.0002332	-0.0002586	-0.0002606	-0.0002656	-0.0001693	-0.0003094	-0.0002990	-0.0003735	-0.0003758	-0.0003614
50.0000000	0.0002639	0.0006705	0.0013819	0.0011286	0.0013323	0.0014073	0.0015962	0.0018550	0.0020445	0.0022105	0.0023009	0.0025385	0.0025627	0.0025836	0.0017723	0.0007687	0.0000655	-0.0002048	-0.0002479	-0.0003015	-0.0003312	-0.0003245	-0.0002056	0.0001103	0.0004208	0.0005236	0.0005016	0.0003337	0.0000166	-0.0005901	-0.0010853	-0.0016133	-0.0020023	-0.0021683	-0.0021202	-0.0020313	-0.0018906	-0.0018087	-0.0016192	-0.0015717	-0.0014388	-0.0012735	-0.0010273	-0.0010123	-0.0007964	-0.0007045	-0.0005875	-0.0005278	-0.0004068	-0.0002982	-0.0002265	-0.0002361	-0.0000765	-0.0001375	0.0000009	0.0001674	0.0001529	0.0000534	0.0001816	0.0001758	0.0003380	0.0001961	0.0001253	0.0000866	-0.0000062	-0.0000958	-0.0000369	0.0000216	0.0000185	0.0000140	0.0001392	0.0000513	0.0000963
55.0000000	0.0005905	0.0011630	0.0014290	0.0015277	0.0017576	0.0015128	0.0017996	0.0021641	0.0023294	0.0026311	0.0027242	0.0032227	0.0030507	0.0028703	0.0020491	0.0007827	0.0005485	0.0001146	0.0000394	-0.0000279	-0.0000358	-0.0001742	-0.0000135	0.0003406	0.0005439	0.0006869	0.0006519	0.0004370	0.0000022	-0.0004793	-0.0010695	-0.0015902	-0.0019934	-0.0021110	-0.0021258	-0.0021293	-0.0019139	-0.0017353	-0.0016929	-0.0015371	-0.0014272	-0.0012780	-0.0010571	-0.0009796	-0.0007948	-0.0006142	-0.0006806	-0.0006240	-0.0003723	-0.0004480	-0.0002604	-0.0002385	-0.0001857	-0.0001055	-0.0000745	-0.0000297	0.0000188	0.0001079	0.0000214	0.0000801	-0.0000544	0.0001087	0.0000961	0.0000455	0.0001247	0.0001696	0.0002202	0.0002325	0.0001096	0.0001469	0.0001174	0.0001968	0.0001968
60.0000000	0.0008456	0.0012329	0.0012747	0.0013109	0.0017314	0.0016104	0.0017772	0.0021541	0.0023425	0.0026190	0.0029202	0.0030589	0.0030731	0.0028094	0.0021397	0.0008940	0.0003998	0.0002030	0.0001142	0.0000680	0.0000783	-0.0000265	0.0001019	0.0004136	0.0006905	0.0008669	0.0008095	0.0005306	0.0001365	-0.0003556	-0.0009472	-0.0014332	-0.0018609	-0.0020694	-0.0020615	-0.0019355	-0.0018235	-0.0016482	-0.0015115	-0.0014240	-0.0013254	-0.0011839	-0.0009129	-0.0008500	-0.0007299	-0.0005119	-0.0004877	-0.0003494	-0.0002467	-0.0002718	-0.0001238	-0.0000888	0.0001035	0.0000743	0.0001025	0.0001865	0.0002323	0.0001771	0.0001539	0.0000829	0.0001521	0.0001344	0.0001923	0.0002399	0.0002350	0.0001954	0.0001327	0.0004200	0.0003191	0.0002618	0.0003410	0.0003439	0.0004261
Wavelength320.1865
325.2731
330.0813
335.1769
340.2771
345.0982
350.2074
355.3213
360.4398
365.2782
370.4057
375.5379
380.3892
385.5304
390.6762
407.5756
412.7412
417.9115
422.7988
427.9782
433.1621
438.3507
443.2553
448.4529
453.6552
458.5727
463.7839
468.9998
473.9302
479.1552
484.3847
489.3280
494.5666
499.8098
505.0577
510.0183
515.2751
520.5367
525.5101
530.7807
536.0558
541.0422
546.3264
551.6152
556.6145
561.9123
567.2148
572.5219
577.5385
582.8546
588.1754
593.2049
598.5347
603.8691
608.9114
614.2549
619.6030
624.6582
630.0153
635.3771
640.7435
645.8160
651.1914
656.5715
661.6569
667.0459
672.4396
677.5380
682.9407
688.3480
693.4592
698.8756
704.2966

Initial_Guess
0.0000000000
0.5000000000
0.1300000000
-0.0399817666
0.1800000000
0.0229178586
0.7000000000
0.0064930995
4.0000000000
0.0008245821
0.0000000000
0.5000000000
0.1300000000
-0.0471318547
0.1800000000
0.0266115138
0.7000000000
0.0080510352
4.0000000000
0.0013594646
0.0000000000
0.5000000000
0.1300000000
-0.0523153079
0.1800000000
0.0279062552
0.7000000000
0.0105328286
4.0000000000
0.0017189511
0.0000000000
0.5000000000
0.1300000000
-0.0535561705
0.1800000000
0.0280775961
0.7000000000
0.0110554065
4.0000000000
0.0019541888
0.0000000000
0.5000000000
0.1300000000
-0.0512863290
0.1800000000
0.0267076830
0.7000000000
0.0104756864
4.0000000000
0.0021741414
0.0000000000
0.5000000000
0.1300000000
-0.0455177305
0.1800000000
0.0233596961
0.7000000000
0.0094176341
4.0000000000
0.0021004703
0.0000000000
0.5000000000
0.1300000000
-0.0345499056
0.1800000000
0.0194553658
0.7000000000
0.0076370152
4.0000000000
0.0024616744
0.0000000000
0.5000000000
0.1300000000
-0.0258087491
0.1800000000
0.0141029223
0.7000000000
0.0055306294
4.0000000000
0.0027835411
0.0000000000
0.5000000000
0.1300000000
-0.0170067030
0.1800000000
0.0069901641
0.7000000000
0.0033614093
4.0000000000
0.0029557650
0.0000000000
0.5000000000
0.1300000000
-0.0057561979
0.1800000000
0.0002195774
0.7000000000
0.0008447788
4.0000000000
0.0031976902
0.0000000000
0.5000000000
0.1300000000
0.0066913864
0.1800000000
-0.0066955236
0.7000000000
-0.0019805954
4.0000000000
0.0033280390
0.0000000000
0.5000000000
0.1300000000
0.0179323525
0.1800000000
-0.0129009139
0.7000000000
-0.0051635731
4.0000000000
0.0035457623
0.0000000000
0.5000000000
0.1300000000
0.0282445490
0.1800000000
-0.0178727846
0.7000000000
-0.0079419631
4.0000000000
0.0034757320
0.0000000000
0.5000000000
0.1300000000
0.0376864054
0.1800000000
-0.0216352807
0.7000000000
-0.0108092041
4.0000000000
0.0031879965
0.0000000000
0.5000000000
0.1300000000
0.0445576531
0.1800000000
-0.0223685069
0.7000000000
-0.0131809453
4.0000000000
0.0023022414
0.0000000000
0.5000000000
0.1300000000
0.0386860000
0.1800000000
-0.0170893810
0.7000000000
-0.0155215355
4.0000000000
0.0005239137
0.0000000000
0.5000000000
0.1300000000
0.0329286397
0.1800000000
-0.0111150758
0.7000000000
-0.0145466892
4.0000000000
-0.0000086358
0.0000000000
0.5000000000
0.1300000000
0.0220916992
0.1800000000
-0.0057900003
0.7000000000
-0.0115105475
4.0000000000
-0.0004416753
0.0000000000
0.5000000000
0.1300000000
0.0097988164
0.1800000000
-0.0010455784
0.7000000000
-0.0075405659
4.0000000000
-0.0005538929
0.0000000000
0.5000000000
0.1300000000
-0.0031308078
0.1800000000
0.0032712112
0.7000000000
-0.0031941670
4.0000000000
-0.0006643598
0.0000000000
0.5000000000
0.1300000000
-0.0086585532
0.1800000000
0.0077807807
0.7000000000
0.0003102546
4.0000000000
-0.0007080725
0.0000000000
0.5000000000
0.1300000000
-0.0165780428
0.1800000000
0.0102127596
0.7000000000
0.0037300144
4.0000000000
-0.0008277642
0.0000000000
0.5000000000
0.1300000000
-0.0228826202
0.1800000000
0.0106747609
0.7000000000
0.0070973194
4.0000000000
-0.0006449834
0.0000000000
0.5000000000
0.1300000000
-0.0274733408
0.1800000000
0.0097964540
0.7000000000
0.0103502118
4.0000000000
-0.0003145043
0.0000000000
0.5000000000
0.1300000000
-0.0309127448
0.1800000000
0.0087434589
0.7000000000
0.0122970526
4.0000000000
-0.0000239138
0.0000000000
0.5000000000
0.1300000000
-0.0343122430
0.1800000000
0.0078956527
0.7000000000
0.0126984050
4.0000000000
0.0000992421
0.0000000000
0.5000000000
0.1300000000
-0.0335136541
0.1800000000
0.0066024891
0.7000000000
0.0117908082
4.0000000000
-0.0000210017
0.0000000000
0.5000000000
0.1300000000
-0.0274598743
0.1800000000
0.0053205726
0.7000000000
0.0099846194
4.0000000000
-0.0003088347
0.0000000000
0.5000000000
0.1300000000
-0.0218231609
0.1800000000
0.0037850206
0.7000000000
0.0081379605
4.0000000000
-0.0007128831
0.0000000000
0.5000000000
0.1300000000
-0.0162759253
0.1800000000
0.0011667963
0.7000000000
0.0063621053
4.0000000000
-0.0012323870
0.0000000000
0.5000000000
0.1300000000
-0.0096707717
0.1800000000
-0.0018058545
0.7000000000
0.0045732995
4.0000000000
-0.0017538329
0.0000000000
0.5000000000
0.1300000000
-0.0023003514
0.1800000000
-0.0049841310
0.7000000000
0.0025886227
4.0000000000
-0.0023026728
0.0000000000
0.5000000000
0.1300000000
0.0074109856
0.1800000000
-0.0082759844
0.7000000000
-0.0006071911
4.0000000000
-0.0027232967
0.0000000000
0.5000000000
0.1300000000
0.0185444852
0.1800000000
-0.0103639725
0.7000000000
-0.0054647666
4.0000000000
-0.0029889454
0.0000000000
0.5000000000
0.1300000000
0.0279592978
0.1800000000
-0.0115708132
0.7000000000
-0.0103047571
4.0000000000
-0.0031120330
0.0000000000
0.5000000000
0.1300000000
0.0335350828
0.1800000000
-0.0132955121
0.7000000000
-0.0124791176
4.0000000000
-0.0030190041
0.0000000000
0.5000000000
0.1300000000
0.0360711307
0.1800000000
-0.0152088363
0.7000000000
-0.0126688562
4.0000000000
-0.0027733837
0.0000000000
0.5000000000
0.1300000000
0.0363180022
0.1800000000
-0.0163639159
0.7000000000
-0.0120469047
4.0000000000
-0.0024951470
0.0000000000
0.5000000000
0.1300000000
0.0363776840
0.1800000000
-0.0171654302
0.7000000000
-0.0114260007
4.0000000000
-0.0023166589
0.0000000000
0.5000000000
0.1300000000
0.0359142360
0.1800000000
-0.0175431794
0.7000000000
-0.0108671921
4.0000000000
-0.0021347836
0.0000000000
0.5000000000
0.1300000000
0.0353264616
0.1800000000
-0.0177525927
0.7000000000
-0.0103315629
4.0000000000
-0.0019746635
0.0000000000
0.5000000000
0.1300000000
0.0345886394
0.1800000000
-0.0176032832
0.7000000000
-0.0099101432
4.0000000000
-0.0017590543
0.0000000000
0.5000000000
0.1300000000
0.0333834035
0.1800000000
-0.0172429390
0.7000000000
-0.0094432980
4.0000000000
-0.0014306681
0.0000000000
0.5000000000
0.1300000000
0.0318549811
0.1800000000
-0.0168191619
0.7000000000
-0.0088455224
4.0000000000
-0.0013084955
0.0000000000
0.5000000000
0.1300000000
0.0302271059
0.1800000000
-0.0163363072
0.7000000000
-0.0081820795
4.0000000000
-0.0010834206
0.0000000000
0.5000000000
0.1300000000
0.0285081364
0.1800000000
-0.0158656156
0.7000000000
-0.0074454058
4.0000000000
-0.0009414542
0.0000000000
0.5000000000
0.1300000000
0.0270573703
0.1800000000
-0.0153895185
0.7000000000
-0.0067443146
4.0000000000
-0.0008307950
0.0000000000
0.5000000000
0.1300000000
0.0257089125
0.1800000000
-0.0148160004
0.7000000000
-0.0062024495
4.0000000000
-0.0006793391
0.0000000000
0.5000000000
0.1300000000
0.0241092063
0.1800000000
-0.0140978936
0.7000000000
-0.0056957522
4.0000000000
-0.0005910781
0.0000000000
0.5000000000
0.1300000000
0.0227950523
0.1800000000
-0.0133711510
0.7000000000
-0.0052081711
4.0000000000
-0.0004978492
0.0000000000
0.5000000000
0.1300000000
0.0214968115
0.1800000000
-0.0126292413
0.7000000000
-0.0047642724
4.0000000000
-0.0003998875
0.0000000000
0.5000000000
0.1300000000
0.0200237554
0.1800000000
-0.0117730178
0.7000000000
-0.0044420505
4.0000000000
-0.0002854922
0.0000000000
0.5000000000
0.1300000000
0.0193003847
0.1800000000
-0.0113017326
0.7000000000
-0.0040088411
4.0000000000
-0.0001660723
0.0000000000
0.5000000000
0.1300000000
0.0179918063
0.1800000000
-0.0105194490
0.7000000000
-0.0036965803
4.0000000000
-0.0001122793
0.0000000000
0.5000000000
0.1300000000
0.0171066368
0.1800000000
-0.0098691877
0.7000000000
-0.0034471014
4.0000000000
-0.0000883033
0.0000000000
0.5000000000
0.1300000000
0.0163544658
0.1800000000
-0.0094795453
0.7000000000
-0.0031025018
4.0000000000
0.0000056145
0.0000000000
0.5000000000
0.1300000000
0.0157514238
0.1800000000
-0.0090513256
0.7000000000
-0.0028685236
4.0000000000
0.0000327795
0.0000000000
0.5000000000
0.1300000000
0.0149802664
0.1800000000
-0.0086433702
0.7000000000
-0.0025776397
4.0000000000
0.0000142166
0.0000000000
0.5000000000
0.1300000000
0.0144943179
0.1800000000
-0.0082794494
0.7000000000
-0.0023748999
4.0000000000
0.0000904122
0.0000000000
0.5000000000
0.1300000000
0.0139641157
0.1800000000
-0.0077694206
0.7000000000
-0.0022481075
4.0000000000
0.0001265335
0.0000000000
0.5000000000
0.1300000000
0.0136308617
0.1800000000
-0.0075707255
0.7000000000
-0.0020401799
4.0000000000
0.0001023954
0.0000000000
0.5000000000
0.1300000000
0.0131222012
0.1800000000
-0.0070820184
0.7000000000
-0.0019652019
4.0000000000
0.0001475004
0.0000000000
0.5000000000
0.1300000000
0.0130418595
0.1800000000
-0.0070104013
0.7000000000
-0.0018265072
4.0000000000
0.0001254781
0.0000000000
0.5000000000
0.1300000000
0.0130275470
0.1800000000
-0.0069770088
0.7000000000
-0.0017513405
4.0000000000
0.0000689612
0.0000000000
0.5000000000
0.1300000000
0.0126475417
0.1800000000
-0.0066942961
0.7000000000
-0.0016811923
4.0000000000
0.0000751825
0.0000000000
0.5000000000
0.1300000000
0.0127523211
0.1800000000
-0.0066040415
0.7000000000
-0.0016269806
4.0000000000
0.0000016960
0.0000000000
0.5000000000
0.1300000000
0.0129773028
0.1800000000
-0.0066363476
0.7000000000
-0.0015527188
4.0000000000
0.0000371041
0.0000000000
0.5000000000
0.1300000000
0.0131328342
0.1800000000
-0.0067340305
0.7000000000
-0.0014628080
4.0000000000
0.0001089654
0.0000000000
0.5000000000
0.1300000000
0.0133346778
0.1800000000
-0.0068725142
0.7000000000
-0.0013782040
4.0000000000
0.0000593500
0.0000000000
0.5000000000
0.1300000000
0.0131862704
0.1800000000
-0.0068228497
0.7000000000
-0.0014010075
4.0000000000
0.0000629591
0.0000000000
0.5000000000
0.1300000000
0.0130998080
0.1800000000
-0.0065981792
0.7000000000
-0.0013687295
4.0000000000
0.0000756112
0.0000000000
0.5000000000
0.1300000000
0.0124269365
0.1800000000
-0.0063478225
0.7000000000
-0.0013491195
4.0000000000
0.0000016587
0.0000000000
0.5000000000
0.1300000000
0.0128773336
0.1800000000
-0.0068083884
0.7000000000
-0.0012702941
4.0000000000
0.0000922381
